video_id,sentiment_title_vader,sentiment_title_roberta_label,sentiment_title_roberta_score,sentiment_description_roberta_label,sentiment_description_roberta_score
VhQYdADfCVE,-0.25,negative,0.6831581592559814,negative,0.7466143369674683
4FNpOm6jNKA,-0.25,negative,0.7769612073898315,neutral,0.8270787596702576
gGIsHA1UIQk,-0.25,neutral,0.6221736073493958,neutral,0.8526909947395325
h2f5bh5bRhg,-0.25,negative,0.5857021808624268,neutral,0.837807834148407
v0cfWrZELUg,0.0,negative,0.5486111640930176,neutral,0.6700057983398438
Gu8rLQdEbFI,-0.25,negative,0.6233874559402466,neutral,0.7989799380302429
7DmNbYeTYzU,0.0,neutral,0.5911992788314819,neutral,0.8944039344787598
nWb-A9vrj88,-0.25,neutral,0.8012518286705017,neutral,0.6456279754638672
OkyHxcRDRjo,0.0,neutral,0.8921433687210083,positive,0.5077632665634155
cTF4Oij9Dto,-0.25,neutral,0.8938077092170715,neutral,0.6097910404205322
YzNO9TDrU50,0.6369,neutral,0.7911397218704224,positive,0.541730523109436
v3f7ILy-0fE,0.0,neutral,0.735659658908844,neutral,0.6835330128669739
KY_auO8rmU0,-0.8481,negative,0.8910010457038879,negative,0.7503511309623718
1CLu6C9CfCs,0.2732,neutral,0.7665873765945435,neutral,0.8680598139762878
2DJG7lVa5Xg,0.0,negative,0.5275973081588745,neutral,0.6973206400871277
nL7TxdAT5CI,0.0,positive,0.7089377641677856,neutral,0.7701753973960876
0r7GHBmnvCs,-0.7506,negative,0.6627288460731506,neutral,0.7259612083435059
AGvZd0RhafM,0.4019,neutral,0.8880118131637573,neutral,0.8416540622711182
utoST3q9G8Q,-0.3182,negative,0.6331760883331299,neutral,0.6962835788726807
hsZDiz0mxiw,0.0,neutral,0.9334215521812439,neutral,0.8861078023910522
FIfbshpv3h8,-0.3818,neutral,0.896109938621521,neutral,0.7144767642021179
OR9tKleuOGQ,-0.25,neutral,0.6133057475090027,neutral,0.6090148091316223
qUaw761pVaE,-0.1027,neutral,0.6570595502853394,negative,0.6390488743782043
Oh008JpcnFs,0.0,neutral,0.8303209543228149,neutral,0.7504332661628723
nv9ATCAME6E,0.0,neutral,0.7183731198310852,neutral,0.634642481803894
6KsOO3GxlI4,-0.5574,neutral,0.582680881023407,neutral,0.8436578512191772
OOVozuhyI7A,0.0,neutral,0.5142368674278259,neutral,0.9147790670394897
ArOnt16f1uQ,0.0665,neutral,0.6513582468032837,neutral,0.5459433794021606
-ufc8XkLmjs,0.1027,negative,0.5628659129142761,negative,0.6539407968521118
25n-68-sF24,-0.25,negative,0.5937771797180176,negative,0.5756736993789673
