video_id,sentiment_title_vader,sentiment_title_roberta_label,sentiment_title_roberta_score,sentiment_description_roberta_label,sentiment_description_roberta_score
Ro6r6Rqzqds,0.0,neutral,0.8973088264465332,neutral,0.8944141268730164
YZIIpQ8hQyY,-0.5859,negative,0.8371016979217529,neutral,0.5970563888549805
kUu46J_OHQ4,-0.5994,negative,0.5907871723175049,positive,0.5244113802909851
tIK17paHe4U,-0.4215,neutral,0.6088982224464417,neutral,0.7435086965560913
hTkywyKV-9U,0.0,neutral,0.9029260277748108,neutral,0.8843165040016174
iwj-4RphglU,-0.3818,negative,0.5314119458198547,neutral,0.8174248337745667
7TJOjAKL7Qs,-0.3182,negative,0.5275624990463257,neutral,0.8682366609573364
3xtLXDTxJsA,0.0,neutral,0.8134311437606812,neutral,0.4697414040565491
bgwS_FMZ3nQ,0.0,neutral,0.8915560245513916,negative,0.6867263317108154
cMGvbgogaDU,0.0,negative,0.7658411264419556,neutral,0.628354012966156
iNfTPG7nVrg,-0.4019,negative,0.5976980328559875,neutral,0.5108759999275208
A8pfc6zoWcc,-0.4404,negative,0.7890007495880127,negative,0.5759066343307495
g0BKdRywTcg,0.4215,neutral,0.6678577661514282,neutral,0.6937994360923767
ONgS-1yNjWY,0.4767,positive,0.9335524439811707,neutral,0.508842408657074
kmpqnxpYUqA,-0.4019,neutral,0.8511779308319092,neutral,0.8622740507125854
EHIKEHCXfjU,0.2732,neutral,0.49226775765419006,neutral,0.6719020009040833
af5o-4eI9PA,-0.25,neutral,0.7337016463279724,neutral,0.8498156070709229
aTRbiBrXhWA,-0.2023,neutral,0.7118000984191895,neutral,0.7798513174057007
rBYXC7w3ajw,0.0,neutral,0.8798794746398926,neutral,0.7982795238494873
IjDLXxtRzag,0.296,neutral,0.6535434126853943,neutral,0.9124369621276855
yziRK7j0Zpw,0.0,neutral,0.9243420362472534,neutral,0.8133456707000732
cy1eRCYS08w,-0.1027,neutral,0.7527713775634766,neutral,0.8029402494430542
JuSNYVj6Ts8,-0.4404,neutral,0.4837487041950226,neutral,0.7432939410209656
AF81RV-T6_I,0.0,neutral,0.9104034900665283,neutral,0.9144130945205688
YsNPwgmeM_0,0.0,neutral,0.8758748173713684,negative,0.5159653425216675
TUmOcTkKzhY,-0.6705,negative,0.7631149291992188,neutral,0.6672767996788025
3KeITz_JYQE,-0.6369,negative,0.7344025373458862,negative,0.4908752739429474
3YNgPNJpS1w,-0.3818,neutral,0.8812932968139648,neutral,0.6260258555412292
g62He0p0iwM,-0.7184,negative,0.7841526865959167,neutral,0.5459534525871277
bwE620VkaD0,-0.4767,negative,0.5978553295135498,neutral,0.6425800919532776
43DGI3yvGSo,-0.2263,neutral,0.6452858448028564,neutral,0.6802007555961609
_iraAfWBXzk,-0.5994,negative,0.8610575795173645,neutral,0.7340368628501892
4XWSuwqD-ps,-0.8126,negative,0.7884947657585144,neutral,0.69111567735672
K8klHKVfL8Q,-0.1027,neutral,0.6882311105728149,neutral,0.7440687417984009
VhfhOINUS10,0.0,neutral,0.9527154564857483,neutral,0.8904842138290405
0ThtCIKL7qo,0.0,neutral,0.7626379132270813,negative,0.6011082530021667
kyryMkx7awk,-0.6705,negative,0.6148287653923035,negative,0.5891390442848206
Xj-KtlOeWO0,-0.34,neutral,0.8178306818008423,neutral,0.7560259699821472
I5c32yMoa2Q,-0.2263,neutral,0.6662248373031616,neutral,0.5310214757919312
8WzMZxT-41k,-0.2263,neutral,0.5247453451156616,negative,0.5250259637832642
xdTS2ljRYEE,0.0,neutral,0.9149553775787354,neutral,0.9508301615715027
7fup7Fcs7UM,0.0,neutral,0.9480436444282532,neutral,0.9567360281944275
xgj5fKZxSkU,-0.2263,neutral,0.8060523867607117,neutral,0.5357025265693665
TcfSpa-dyn4,0.0,neutral,0.7846804261207581,neutral,0.8272265791893005
D71bwVKWxRE,0.0,neutral,0.8566166758537292,negative,0.5285862684249878
BpxxTzkb9k4,-0.3612,negative,0.6644952297210693,neutral,0.9553176760673523
iQ4jtmHaFHA,-0.4939,neutral,0.7421088814735413,neutral,0.7304136157035828
jGQhEa_0NVU,-0.3818,neutral,0.8906773924827576,positive,0.6519235968589783
CE1ZdHIRI5g,0.0,neutral,0.7987068295478821,neutral,0.8973992466926575
AxEJ09djDUk,0.0,neutral,0.8668108582496643,negative,0.6217132210731506
n6kk3P-clM8,0.0,neutral,0.9209901690483093,neutral,0.9040094017982483
vTXq2KJieKc,-0.7783,negative,0.7528465986251831,neutral,0.7556738257408142
pCFBfFEwnXc,0.0,neutral,0.5612031817436218,neutral,0.6428368091583252
ROIOuC912WY,0.0516,negative,0.6981573104858398,negative,0.800683319568634
dRMKVM7vl4s,0.0,neutral,0.8253251314163208,neutral,0.878055989742279
Db2eeJza5nE,0.0,neutral,0.8976068496704102,neutral,0.6553453803062439
SIePpuakrcE,0.4019,neutral,0.701805055141449,neutral,0.567449152469635
bmMf6OdgUwY,-0.6249,negative,0.5082733035087585,neutral,0.6898700594902039
VRTFgCe9pLU,-0.34,negative,0.5378461480140686,neutral,0.9184107780456543
6R3qbw6i590,-0.128,neutral,0.568869948387146,neutral,0.568869948387146
