video_id,sentiment_title_vader,sentiment_title_roberta_label,sentiment_title_roberta_score,sentiment_description_roberta_label,sentiment_description_roberta_score
t4QQTfIvzv4,-0.3612,negative,0.835655152797699,negative,0.5695990920066833
XlBUfZYzeM8,0.5106,neutral,0.8593937754631042,neutral,0.8594236969947815
ZR7Z74UY2TY,0.0,neutral,0.8470765948295593,positive,0.8185358047485352
puNieGCEAZo,0.0,neutral,0.7320143580436707,positive,0.9650962352752686
loiARpb_cOU,-0.4939,negative,0.934295654296875,neutral,0.5767809748649597
gWpeNZQ9dUs,0.0,neutral,0.7822219729423523,positive,0.9413507580757141
ZqNDsBjdS4M,0.2023,neutral,0.649089515209198,positive,0.5686953663825989
ibs8k6DwNEo,0.0,neutral,0.8213337659835815,positive,0.5595144033432007
qo_gZUXmy0k,0.0,negative,0.8344388604164124,positive,0.974734365940094
BPDPSL9PlDU,0.6369,positive,0.6279715895652771,neutral,0.7481397986412048
SIkM7TaCByk,0.0,neutral,0.7425228953361511,neutral,0.5758062601089478
RMYE1gNZQdk,0.0,neutral,0.7917225360870361,positive,0.8727861642837524
CBh4UvL8Kmw,0.0,neutral,0.902195394039154,positive,0.8924763798713684
FU2yuHjOgtg,0.0,neutral,0.7433943748474121,neutral,0.799934446811676
QeSeOrSSwQg,0.0,neutral,0.9161233305931091,positive,0.8307940363883972
ayhxxtHCqrI,0.0,neutral,0.8708921074867249,positive,0.8493642210960388
s-rhXgcHzsA,0.0,neutral,0.7897647023200989,positive,0.880573034286499
JkWmaXtMbDY,0.0,negative,0.8626680374145508,neutral,0.4848300516605377
0EupRH9K5y8,0.4939,neutral,0.8062488436698914,positive,0.8424688577651978
dA29PmC7_Fg,0.5719,positive,0.6203768253326416,positive,0.5435682535171509
3xBuTs0B174,0.5719,neutral,0.504529595375061,positive,0.9854761958122253
1_-iyzpQY9s,-0.5267,negative,0.7971503138542175,neutral,0.7636851668357849
aNWaFxIVbQM,0.0,positive,0.5783655643463135,neutral,0.6856918931007385
nBAVV8F_bBE,0.0,negative,0.8282279372215271,neutral,0.46804192662239075
JfxyakPvWvA,0.0,neutral,0.8905056118965149,positive,0.5739858746528625
K-fkotC_Ndo,0.4201,neutral,0.840640664100647,neutral,0.7637247443199158
C_yxhmenP78,0.5994,positive,0.7028606534004211,positive,0.8939653635025024
x1PemKr-lmE,0.0,neutral,0.852573573589325,neutral,0.696611762046814
_hdp27GyC2A,0.4019,neutral,0.6219015717506409,positive,0.6761801242828369
HU6orSwBtco,0.0,neutral,0.7749363780021667,positive,0.6370181441307068
lIUWTQfuHwA,0.0,negative,0.6723388433456421,neutral,0.860791802406311
TLrLaoJm-ag,0.5106,neutral,0.8436431884765625,neutral,0.5072536468505859
Psmezmi9AEA,0.0,neutral,0.8895403146743774,neutral,0.5366426110267639
XZALLm4ur7M,0.3612,neutral,0.6723307967185974,neutral,0.5812851786613464
w_aVEonbNa4,0.0,neutral,0.8789368867874146,neutral,0.5954030156135559
x7vgoV1X0Uw,0.0,neutral,0.8133226037025452,positive,0.9503605961799622
rJXYK6wEACQ,0.0,neutral,0.6106523275375366,neutral,0.6372315883636475
p8rM3-2KETA,0.0,positive,0.5895987749099731,positive,0.7553169131278992
2r1ebo2tp_w,0.0,neutral,0.6880442500114441,positive,0.908828616142273
YNilaLh2Zuo,0.0,neutral,0.7454994916915894,positive,0.9236941933631897
pYScyAEgDH8,0.0,neutral,0.8462387323379517,positive,0.8530676960945129
BsoU_jJTOTc,0.0,negative,0.7525246143341064,neutral,0.3796403110027313
N-9wp9zyP90,0.0,neutral,0.6363104581832886,neutral,0.5377698540687561
8YEfg0gCm6M,0.0,neutral,0.8935415148735046,positive,0.8848540782928467
11Pw_fi2TOg,0.0,negative,0.5962594747543335,neutral,0.5714335441589355
TkuIh1B-RCE,0.0,neutral,0.9177999496459961,positive,0.9497136473655701
tCIYxn5vxis,0.34,positive,0.5028804540634155,positive,0.7436277866363525
W1nBeHarfeY,0.3612,neutral,0.824042022228241,neutral,0.7155308127403259
FiYBSvBRyUA,0.0,neutral,0.8894810676574707,neutral,0.8331282138824463
4HFBYciIfiU,-0.0772,neutral,0.8697980642318726,positive,0.7438978552818298
aR8o33eeZto,0.0,neutral,0.8818224668502808,neutral,0.8406181335449219
JIiHIEtVnIA,0.0,positive,0.7376159429550171,positive,0.5590803027153015
6BluRg9nRho,0.0,neutral,0.9052870273590088,neutral,0.793868899345398
sqE1Q0i9NCc,0.0,neutral,0.8389185070991516,neutral,0.661329984664917
zkNsavFLIds,-0.0516,neutral,0.8522846102714539,positive,0.9171373844146729
PGOSTnyFo0I,0.0,neutral,0.7457773089408875,positive,0.6808574795722961
53_CwfdBBpg,0.0,neutral,0.8829076290130615,positive,0.7001967430114746
ZfAS4fSkd6Q,0.2263,neutral,0.8734453320503235,positive,0.9736790060997009
dedk5Q8bwJ4,0.0,neutral,0.8419010043144226,positive,0.5832147002220154
i9ANdxrcBR0,-0.6249,negative,0.9374587535858154,neutral,0.53621906042099
uiqj8XvJgNA,0.0,neutral,0.8690374493598938,neutral,0.7847065329551697
UFPxOpJw_eI,0.2263,neutral,0.8986698985099792,positive,0.8034390807151794
IZ10AyhXImY,0.0,neutral,0.9001094698905945,positive,0.7044304013252258
ro_U3tS93_4,-0.296,negative,0.7603564262390137,positive,0.8247896432876587
j3eRAGKVLys,0.34,neutral,0.6693705320358276,positive,0.48620596528053284
nUnS0vmVRqU,0.0,neutral,0.7823540568351746,neutral,0.5552404522895813
PKRajxPvv0A,-0.4939,negative,0.6122410297393799,neutral,0.6397901773452759
wapg3iJE9Es,0.0,neutral,0.8349275588989258,neutral,0.5255595445632935
--8ayeKLG0c,0.0,neutral,0.8815750479698181,positive,0.9102615118026733
m8mmC3tyQ_I,0.0,negative,0.7031385898590088,neutral,0.5701286792755127
rzATsR_Qdow,0.0,neutral,0.9135812520980835,positive,0.7796292304992676
UsKMpF-mjsg,0.0,neutral,0.9029819965362549,neutral,0.8836952447891235
hIw4SEZtN_Y,0.0,neutral,0.6722322702407837,positive,0.6044805645942688
2ucBTKaEPMc,-0.3804,negative,0.5908166170120239,positive,0.9570974707603455
h-EsSUJZ_k8,0.0,neutral,0.8492474555969238,positive,0.9102615118026733
q8xSdySw8kc,0.0,neutral,0.8308483362197876,positive,0.7893463373184204
x73D5efpCkE,-0.4019,neutral,0.7769792675971985,positive,0.8737806677818298
l7ghFUOsK7U,0.0,neutral,0.8661221861839294,positive,0.7607356309890747
djIo83rkj3M,-0.6249,negative,0.6588767766952515,neutral,0.6130565404891968
Y2jmDBtSzy4,0.0,neutral,0.841976523399353,positive,0.5664066076278687
p6t1QgUfPcM,0.0,neutral,0.9244139194488525,neutral,0.5041223764419556
UHs3NZMO6e0,0.0,neutral,0.9209731221199036,neutral,0.5607023239135742
Me1SZjWBuoI,0.0,neutral,0.8117647171020508,neutral,0.7120545506477356
OJjh4LX_4Ws,0.0,neutral,0.9055191278457642,neutral,0.7682426571846008
YYsYgNz58Kk,0.3182,positive,0.7419703006744385,positive,0.8457829356193542
UcZMMR9SK_w,-0.4215,negative,0.860085129737854,neutral,0.5330475568771362
2N8x28k2Lhs,0.6369,positive,0.9376187920570374,positive,0.9182077050209045
cpbc-h1ECCk,0.0,neutral,0.9312445521354675,positive,0.9065629243850708
Bwauc6vyWw0,-0.0516,neutral,0.6481962203979492,positive,0.8916070461273193
Z1eM_iX6m8U,0.0,neutral,0.9162677526473999,positive,0.8062485456466675
Sg_jQA5M4kA,0.0,neutral,0.8311399817466736,positive,0.6956815719604492
ARfMk1rZlto,0.0,neutral,0.8987733721733093,positive,0.9736498594284058
yNEAOGqDe1I,0.0,neutral,0.689741849899292,neutral,0.5621544718742371
suXoGll3JMw,-0.25,neutral,0.4932757019996643,positive,0.6464300751686096
AVyiv6eJWq0,0.4404,positive,0.7271823883056641,positive,0.921519935131073
tXCB5ORsp_o,0.0,neutral,0.866489589214325,positive,0.9724482297897339
B4hlggILsuY,0.0,neutral,0.8894990086555481,positive,0.6545632481575012
5NqN5rbzh2I,0.3818,positive,0.7932029962539673,positive,0.9346462488174438
WA26ItyG3Ik,-0.4939,negative,0.7776162624359131,neutral,0.6455562710762024
IBl15polpp8,0.0,neutral,0.8187189102172852,positive,0.9724908471107483
3Nss4a5sgSI,0.5719,positive,0.7548322081565857,neutral,0.6846187114715576
wzAJLKLNE9k,0.0,neutral,0.9118295907974243,,
_DC8g_NxwmU,0.0,neutral,0.7973196506500244,neutral,0.6734052300453186
Gh0tSwtSpcY,0.4215,neutral,0.7675327658653259,positive,0.9816837906837463
3oPjNV5ClNI,0.0,neutral,0.5335354208946228,positive,0.771942138671875
UDNfL24OkCw,0.0,neutral,0.9082726240158081,positive,0.9283466339111328
F4U9aGYrjcA,0.2263,neutral,0.9254812002182007,positive,0.6585509777069092
jmkT5DWqwUU,0.4939,neutral,0.8500766158103943,positive,0.9747530817985535
wX0HXGo0ZDc,0.0,positive,0.5393111109733582,positive,0.8683526515960693
6jNn5O4YBjU,0.0,neutral,0.8928053379058838,neutral,0.5411683917045593
7XrymquihYE,-0.5267,negative,0.5407177805900574,neutral,0.7593773603439331
YexPhWxsxVo,0.0,negative,0.8066064119338989,neutral,0.5123975872993469
FTzjdK5mH_g,-0.3612,neutral,0.7714466452598572,neutral,0.6931959390640259
YWZx4f2OCfY,0.0,neutral,0.7954699993133545,neutral,0.5731831192970276
cR9XzTCHMrM,0.7269,positive,0.94947350025177,positive,0.846572995185852
3zPEj5xV6PM,0.3182,neutral,0.7748605608940125,positive,0.8263987898826599
yxG-81Ipgz8,0.0,neutral,0.7088590264320374,positive,0.8978365659713745
NhAaewMMKmo,0.4201,neutral,0.5707561373710632,positive,0.8914198875427246
